Similarity	English text	German sentenced	German sentence (translated)
different	The lowest point(s) in the EU is Lammefjorden (Denmark) and Zuidplaspolder (Netherlands), at 7 m (23 ft) below sea level.	Insgesamt umfassen die Staatsgebiete der derzeitigen Mitgliedstaaten zusammen eine Grundfläche von 4.381.324 km².	Overall, the territories of the present Member States together include an area of 4.381.324 km².
different	In 2013, a diverse group of economics experts was surveyed on their view of the minimum wage's impact on employment.	Kurzfristig wird ein Mindestlohn von 9,02 Euro für unbefristete und 9,77 Euro für befristete Arbeitsverhältnisse im Jahr 2013 gefordert.	In the short term a minimum wage called for by 9.02 euros for perpetual and 9.77 euros for fixed-term employment contracts in 2013.
different	They are the model theory of truth and the proof theory of truth.	Das grundsätzliche Problem aller Wahrheitstheorien ist ihre Zirkularität.	The basic problem of all theories of truth is their circularity.
different	Japan's population is estimated at around 127.1 million, with 80% of the population living on Honshū.	Daraus ergibt sich ein Haushaltsdefizit in Höhe von 8,5 % des BIP.	This results in a deficit of 8.5% of GDP.
different	One had been a member of the group separated from the women in Potočari on 13 July.	Am 12. und 13. Juli wurden UN-Soldaten in Potočari Zeugen von Morden an Bosniaken.	On 12 and 13 July, UN soldiers in Potočari were witnesses to killings of Bosniaks.
different	The last decade experienced an influx from various Western countries and some African regions.	Zahl und Zuschnitt der Ortsteile wurden während der letzten Jahrzehnte ebenfalls mehrfach geändert.	Number and size of the hamlets were also repeatedly changed during the last decades.
different	Its main exports are transportation equipment, motor vehicles, electronics, electrical machinery and chemicals.	Daraus ergibt sich ein Haushaltsdefizit in Höhe von 8,5 % des BIP.	This results in a deficit of 8.5% of GDP.
different	There is universal suffrage for adults over 20 years of age, with a secret ballot for all elected offices.	Daraus ergibt sich ein Haushaltsdefizit in Höhe von 8,5 % des BIP.	This results in a deficit of 8.5% of GDP.
different	In 2006, the International Labour Organization (ILO) argued that the minimum wage could not be directly linked to unemployment in countries that have suffered job losses.	Eine 1970 von der Internationalen Arbeitsorganisation (ILO) beschlossene Absichtserklärung zur Einführung von Verfahren zur vertraglichen Festlegung von Mindestlöhnen hatten zu Beginn des 21. Jahrhunderts 51 der 181 ILO-Mitgliedsstaaten ratifiziert.	had ratified a memorandum of understanding adopted by the International Labour Organization (ILO) in 1970 for the introduction of procedures for establishing contractual minimum wagesat the beginning of the 21st century in 51 of 181 of ILO Member States .
different	Reducing the amount of future climate change is called mitigation of climate change.	Nationale und internationale Klimapolitik zielt sowohl auf die Abschwächung des Klimawandels wie auch auf eine Anpassung an die zu erwartende Erwärmung.	National and international climate policy aims on the mitigation of climate change as well as an adjustment to the warming to be expected.
different	About 73 percent of Japan is forested, mountainous, and unsuitable for agricultural, industrial, or residential use.	Daraus ergibt sich ein Haushaltsdefizit in Höhe von 8,5 % des BIP.	This results in a deficit of 8.5% of GDP.
different	More than 99 percent of the population speaks Japanese as their first language.	Daraus ergibt sich ein Haushaltsdefizit in Höhe von 8,5 % des BIP.	This results in a deficit of 8.5% of GDP.
different	Berlin is known for its numerous cultural institutions, many of which enjoy international reputation.	1999 wurde die Museumsinsel in die UNESCO-Liste des Weltkulturerbes aufgenommen.	in 1999, the Museum Island was recorded in the UNESCOlist of world cultural heritage .
different	Reports published in 2011 by the United Nations Environment Programme and the International Energy Agency suggest that efforts as of the early 21st century to reduce emissions may be inadequate to meet the UNFCCC's 2 °C target.	Der Intergovernmental Panel on Climate Change (IPCC) wurde 1988 vom Umweltprogramm der Vereinten Nationen (UNEP) gemeinsam mit der Weltorganisation für Meteorologie (WMO) eingerichtet und ist der 1992 abgeschlossenen Klimarahmenkonvention beigeordnet.	The Intergovernmental Panel on climate change (IPCC) in 1988 by the United Nations Environment Programme (UNEP), together with the World Meteorological Organization (WMO) established and is attached to the 1992 Framework Convention on climate.
different	In 2012, unemployment in the EU stood, per August 2012, at 11.4%	2012 wurde der Europäischen Union der Friedensnobelpreis zuerkannt.	2012, the European Union was awarded the Nobel Peace Prize .
different	In it, he acknowledged that the international community as a whole had to accept its share of responsibility for its response to the ethnic cleansing campaign that culminated in the murder of some 7,000 unarmed civilians from the town designated by the S...	Staaten, die keine Truppen vor Ort hatten, favorisierten zunehmend eine Erweiterung des Mandats; auch die Anwendung von militärischer Gewalt gegen die VRS sollte aus ihrer Sicht erwogen werden.	States which had no troops on the ground, increasingly favored an extension of the mandate; the use of military force against the VRS should be considered from their point of view.
different	The men were held at the Pilica school for two nights.	In der Nacht wurden einzelne Gefangene herausgerufen.	Individual prisoners were called out in the night.
different	On 4 June 1995, the French commander of the UN forces in former Yugoslavia, general Bernard Janvier, secretly met with Ratko Mladić to obtain the release of hostages, many of whom were French.	Die Franzosen fürchteten die Ermordung von UNPROFOR-Geiseln, zu denen viele Franzosen zählten.	The French feared the murder of UNPROFOR hostages, which included many of the French.
different	The EU operates through a system of supranational institutions and intergovernmental negotiated decisions by the member states.	Auf dem europäischen Festland haben die EU-Staaten Außengrenzen mit insgesamt 17 Nicht-Mitgliedstaaten, darüber hinaus auf dem afrikanischen Kontinent mit Marokko und in Südamerika mit Brasilien und Suriname.	The EU 's external borders with a total of 17 non - Member States, in addition to the African continent with Morocco and South America , with Brazil and Surinamehave on the European mainland.
different	Upper estimates suggest that 84–96 percent of the Japanese population subscribe to Buddhism or Shinto, including a large number of followers of a syncretism of both religions.	Daraus ergibt sich ein Haushaltsdefizit in Höhe von 8,5 % des BIP.	This results in a deficit of 8.5% of GDP.
different	The Leibniz University Hannover is the largest funded institution in Hanover for providing higher education to the students from around the world.	Nach dem Zweiten Weltkrieg wurde die Hochschule für Gartenbau und Landeskultur und 1968 die Pädagogische Hochschule Hannover eingegliedert.	After the second world war, the College of horticulture and land improvement and 1968 was incorporated the Pädagogische Hochschule Hannover.
different	Nintendo announced the successor to the Wii, Wii U, at the Electronic Entertainment Expo 2011.	Nintendo gab bekannt, dass erst ein Nachfolger der Wii HDTV unterstützen wird, da zu diesem Zeitpunkt HDTV weiter verbreitet sein wird.	Nintendo announced that a successor to the Wii HDTV will support HDTV will be widespread at this time.
different	The differences between these classifications have become a major problem when discussing religions in general and Scientology specifically.	Diese Zahl umfasst auch Personen, die lediglich an einem Einführungskurs teilnahmen.	This figure includes people who only attended an introductory course.
different	Japanese society is linguistically and culturally homogeneous, composed of 98.5% ethnic Japanese, with small populations of foreign workers.	Daraus ergibt sich ein Haushaltsdefizit in Höhe von 8,5 % des BIP.	This results in a deficit of 8.5% of GDP.
